Attribute,Anchor Element,GeneratedClause,Label
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multiplied by the stated percentage.","With respect to Covered Services provided by or on behalf of Provider to a Member enrolled in a Medicare Advantage Network, Provider must accept an amount that is the lesser of Eligible Charges or the Plan Medicare Advantage Rate, minus any applicable Cost Shares, and adjusted before payment as further described below. Provider agrees that this total amount, inclusive of applicable Cost Shares, constitutes full and final compensation for the Covered Services. The 'Plan Medicare Advantage Rate' is the calculated value based on the rate or methodology set forth below for each service, subsequently adjusted according to the notes, and then multiplied by the specified percentage.",standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multiplied by the stated percentage.","For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Plan Medicare Advantage Rate, unless otherwise specified, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The Plan 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multiplied by the stated percentage.",non-standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multiplied by the stated percentage.","For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Plan Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below, if instructed by Plan. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The Plan 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multiplied by the stated percentage.",non-standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multiplied by the stated percentage.","For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Plan Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The Plan 'Medicare Advantage Rate' is the amount calculated, if possible, based on the rate or methodology stated below for each service, adjusted as described in the notes, and multiplied by the stated percentage.",non-standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multiplied by the stated percentage.","For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Plan Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The Plan 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, unless an alternative methodology is specified, adjusted as described in the notes, and multiplied by the stated percentage.",non-standard
Medicare Fee Schedule,"For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is full compensation for Covered Services. The 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted as described in the notes, and multiplied by the stated percentage.","For Covered Services furnished by or on behalf of Provider for a Member enrolled in a Medicare Advantage Network, Provider agrees to accept an amount that is the lesser of Eligible Charges or the Plan Medicare Advantage Rate, minus applicable Cost Shares, and modified before payment as described below. Provider agrees that this amount, plus applicable Cost Shares, is generally considered full compensation for Covered Services. The Plan 'Medicare Advantage Rate' is the amount calculated based on the rate or methodology stated below for each service, adjusted subject to review as described in the notes, and multiplied by the stated percentage.",non-standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').","Provider must submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date Health Services are rendered. Plan will deny payment for claims submitted past this deadline. When Plan is the secondary payor, the three hundred sixty-five (365) day period commences upon Provider's receipt of primary payor's responsibility notification. Claims are submitted electronically through electronic data interchange ('EDI'). Paper forms as defined by the National Uniform Claim Committee ('NUCC') are utilized as the alternate method, ensuring consistency with industry standards and acceptability to Plan.",standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').","Submission of Claims to Plan by Provider, utilizing appropriate and current Coded Service Identifier(s), must occur within three hundred sixty-five (365) days from the date of service. Plan will refuse payment for any claim not received within this 365-day timeframe. In instances where Plan is the secondary payor, the 365-day submission window will activate upon Provider's receipt of notification detailing primary payor responsibility. Provider submits Claims electronically via electronic data interchange ('EDI'). As an alternative, paper forms specified by the National Uniform Claim Committee ('NUCC') are used, maintaining industry standards and Plan acceptability.",standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').","Claims must be submitted by Provider to Plan, complete with appropriate and current Coded Service Identifier(s), within a strict three hundred sixty-five (365) days of Health Services provision. Plan mandates that claims received beyond this 365-day period will not receive payment. Should Plan be designated as the secondary payor, the 365-day submission clock begins when Provider receives notification from the primary payor regarding their responsibility. Provider's Claims are submitted electronically through electronic data interchange ('EDI'), or alternatively, via paper forms established by the National Uniform Claim Committee ('NUCC'), adhering to industry standards and Plan's requirements.",standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').","The Provider is required to submit Claims to Plan, containing appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days following the date Health Services are delivered. Failure to submit within the 365-day period will result in Plan's denial of payment. The three hundred sixty-five (365) day period for submission, when Plan is the secondary payor, starts upon Provider's notification of the primary payor's responsibility. Claims are to be submitted electronically via electronic data interchange ('EDI'), or through the use of paper forms as defined by the National Uniform Claim Committee ('NUCC'), maintaining industry standard formats acceptable to Plan.",standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').","Provider must ensure all Claims are submitted to Plan, with appropriate and current Coded Service Identifier(s), no later than three hundred sixty-five (365) days from the date Health Services are provided. Payments will be withheld by Plan for any claims that exceed this 365-day submission limit. For situations where Plan serves as the secondary payor, the three hundred sixty-five (365) day filing period commences when Provider receives notice of primary payor obligation. Claims are submitted electronically through electronic data interchange ('EDI'). Alternatively, paper forms specified by the National Uniform Claim Committee ('NUCC') are employed, in formats consistent with industry standards and acceptable to Plan.",standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').","Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), in a timely manner from the date the Health Services are rendered or payment could be denied. If Plan is the secondary payor, the timely filing period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').",non-standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').","Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), as soon as possible from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, this period will not begin until Provider receives notification of primary payor's responsibility, unless otherwise specified by Plan. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').",non-standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').","Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within a reasonable period from the date the Health Services are rendered or Claims might not be paid. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims if possible in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').",non-standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').","Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), promptly from the date the Health Services are rendered or Claims could be rejected. If Plan is the secondary payor, this prompt period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').",non-standard
Medicaid Timely Filing,"Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within three hundred sixty-five (365) days from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the three hundred sixty-five (365) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').","Unless otherwise instructed, or required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within a reasonable period from the date the Health Services are rendered or Plan can deny payment. If Plan is the secondary payor, the reasonable period will not begin until Provider receives notification of primary payor's responsibility, if deemed necessary by Plan. Provider agrees to submit Claims in a format consistent with industry standards and acceptable to Plan either (a) electronically through electronic data interchange ('EDI'), or (b) if electronic submission is not available and if not otherwise prohibited, utilizing paper forms as defined by the National Uniform Claim Committee ('NUCC').",non-standard
Medicare Timely Filing,"Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or Plan will refuse payment. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.","Provider must submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date Health Services are rendered. Failure to do so will result in Plan refusing payment. When Plan is the secondary payor, the ninety (90) day period commences upon Provider's receipt of notification of primary payor's responsibility. Provider is required to provide Plan, at no cost to Plan or the MA Member, all information essential for Plan to determine its payment liability.",standard
Medicare Timely Filing,"Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or Plan will refuse payment. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.","Submission of Claims to Plan, utilizing appropriate and current Coded Service Identifier(s), is mandatory for Provider within ninety (90) days of the date Health Services are rendered; otherwise, Plan will deny payment. For cases where Plan serves as the secondary payor, the ninety (90) day timeframe begins only when Provider is notified of the primary payor's responsibility. Provider shall supply Plan, without cost to Plan or the MA Member, all data necessary for Plan to ascertain its payment obligation.",standard
Medicare Timely Filing,"Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or Plan will refuse payment. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.","All Claims must be submitted by Provider to Plan, employing appropriate and current Coded Service Identifier(s), within ninety (90) days following the date the Health Services are rendered, or Plan will decline payment. If Plan acts as the secondary payor, the ninety (90) day submission period starts only after Provider receives notification regarding the primary payor's responsibility. Provider commits to furnishing Plan, free of charge to Plan or the MA Member, all requisite information for Plan to establish its payment liability.",standard
Medicare Timely Filing,"Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or Plan will refuse payment. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.","Provider shall ensure Claims are submitted to Plan, using proper and current Coded Service Identifier(s), within ninety (90) days from the date Health Services are delivered. Any claim submitted past this deadline will result in Plan's refusal of payment. In situations where Plan is the secondary payor, the ninety (90) day period for submission commences once Provider is informed of the primary payor's obligation. Provider must furnish Plan, without any charge to Plan or the MA Member, all information needed by Plan to determine its payment responsibility.",standard
Medicare Timely Filing,"Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or Plan will refuse payment. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.","Submission of Claims by Provider to Plan, with appropriate and current Coded Service Identifier(s), is required within ninety (90) days of the Health Services being rendered, otherwise Plan will reject payment. For instances where Plan functions as the secondary payor, the ninety (90) day period does not activate until Provider receives notice of primary payor's responsibility. Provider is bound to provide Plan, at no expense to Plan or the MA Member, all particulars required for Plan to ascertain its payment liability.",standard
Medicare Timely Filing,"Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or Plan will refuse payment. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.","Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), in a timely manner from the date the Health Services are rendered or Plan may refuse payment. If Plan is the secondary payor, the submission period might not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to Plan, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability, if possible.",non-standard
Medicare Timely Filing,"Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or Plan will refuse payment. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.","Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), as soon as possible from the date the Health Services are rendered, unless otherwise specified by Plan. If Plan is the secondary payor, the submission timeframe may vary based on notification of primary payor's responsibility. Provider agrees to provide to Plan, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.",non-standard
Medicare Timely Filing,"Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or Plan will refuse payment. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.","Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider should submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or payment could be rejected. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility, if available. Provider agrees to provide to Plan, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.",non-standard
Medicare Timely Filing,"Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or Plan will refuse payment. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.","Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider is expected to submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within a reasonable period from the date the Health Services are rendered or Plan might not pay. If Plan is the secondary payor, the reasonable period may be adjusted based on the timing of primary payor's responsibility notification. Provider agrees to provide to Plan, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.",non-standard
Medicare Timely Filing,"Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider shall submit Claims to Plan, using appropriate and current Coded Service Identifier(s), within ninety (90) days from the date the Health Services are rendered or Plan will refuse payment. If Plan is the secondary payor, the ninety (90) day period will not begin until Provider receives notification of primary payor's responsibility. Provider agrees to provide to, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability.","Unless otherwise instructed in the provider manual(s) or Policies applicable to Plan's Medicare Advantage Program, or unless required by Regulatory Requirements, Provider should endeavor to submit Claims to Plan, using appropriate and current Coded Service Identifier(s), promptly from the date the Health Services are rendered, if possible, otherwise payment might not be made. If Plan is the secondary payor, the prompt submission period may be affected if Provider has not yet received notification of primary payor's responsibility. Provider agrees to provide to Plan, unless otherwise instructed, at no cost to Plan or the MA Member, all information necessary for Plan to determine its payment liability, subject to availability.",non-standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by Plan in its sole discretion, the date Provider has met Plan's applicable credentialing requirements, standards of participation and accreditation requirements. Provider acknowledges that Plan may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","The Provider is permitted to participate solely in the Networks specified within the Provider Networks Attachment of this Agreement. Provider's status as a Participating Provider in these Networks will not commence until the later of the Agreement's Effective Date or the date Plan, in its exclusive discretion, confirms Provider has fulfilled all requisite credentialing, participation standards, and accreditation criteria. The Provider agrees that Plan has the right to establish, terminate, or alter any new or existing Networks, products, and/or programs. Furthermore, Plan may identify the Provider as a Participating Provider in additional Networks, products, and/or programs as formally designated in writing by Plan.",standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by Plan in its sole discretion, the date Provider has met Plan's applicable credentialing requirements, standards of participation and accreditation requirements. Provider acknowledges that Plan may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Participation by the Provider is restricted to the Networks identified in the Provider Networks Attachment of this Agreement. The Provider will be considered a Participating Provider in such Networks beginning only on the later of either the Effective Date of this Agreement, or the date when Plan, exercising its sole judgment, determines that Provider has satisfied Plan's applicable credentialing, participation, and accreditation requirements. Provider acknowledges Plan's authority to create, cease, or adjust any existing or new Networks, products, and/or programs. Beyond the Networks listed in the Provider Networks Attachment, Plan may also name Provider as a Participating Provider in other Networks, products, and/or programs explicitly identified by Plan in writing from time to time.",standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by Plan in its sole discretion, the date Provider has met Plan's applicable credentialing requirements, standards of participation and accreditation requirements. Provider acknowledges that Plan may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","The Provider's eligibility for participation is limited strictly to the Networks detailed in the Provider Networks Attachment of this Agreement. Recognition of the Provider as a Participating Provider in these Networks shall not occur until the later of: 1) this Agreement's Effective Date, or 2) the date the Plan, at its discretion, confirms the Provider has satisfied its credentialing, participation, and accreditation standards. The Provider confirms its understanding that the Plan reserves the right to create, terminate, or modify existing or new Networks, products, and/or programs. Furthermore, the Plan is entitled to include the Provider as a Participating Provider in additional Networks, products, and/or programs as specified in writing by the Plan periodically.",standard
No Steerage/SOC,"Provider shall be eligible to participate only in those Networks designated on the Provider Networks Attachment of this Agreement. Provider shall not be recognized as a Participating Provider in such Networks until the later of: 1) the Effective Date of this Agreement or; 2) as determined by Plan in its sole discretion, the date Provider has met Plan's applicable credentialing requirements, standards of participation and accreditation requirements. Provider acknowledges that Plan may develop, discontinue, or modify new or existing Networks, products and/or programs. In addition to those Networks designated on the Provider Networks Attachment, may also identify Provider as a Participating Provider in additional Networks, products and/or programs designated in writing from time to time by","Only in the Networks specified on the Provider Networks Attachment of this Agreement is the Provider authorized to participate. The Provider will not attain Participating Provider status in these Networks before the later of: 1) the Effective Date of this Agreement, or 2) the date the Plan, in its exclusive determination, establishes that the Provider has fulfilled all applicable credentialing, participation, and accreditation requirements. Provider assents that Plan holds the power to develop, cease, or amend existing or new Networks, products, and/or programs. Moreover, Plan may identify Provider as a Participating Provider in further Networks, products, and/or programs as formally outlined in writing by Plan.",standard
